Date,Open,High,Low,Close,Volume,MarketCap,MA_20,MA_200,Daily % Change,Cumulative Return
2016-12-05,25.885250648439094,25.892309974995882,25.473439842668473,25.67581558227539,137298000,3525238127.8152466,,,,
2016-12-06,25.767584471173656,25.969960164073154,25.69463571978624,25.873477935791016,104782000,2711074765.068054,,,0.00769838655688404,1.007698386556884
2016-12-07,25.711113811955347,26.16528236891374,25.68758212516347,26.12763023376465,119994800,3135179764.374542,,,0.009822888851833245,1.017596895804204
2016-12-08,26.087626197220555,26.457079245595338,26.026442375254874,26.384130477905273,108273200,2856694236.0603333,,,0.009817202779039302,1.027586850877635
2016-12-09,26.42883675627971,26.991252436893298,26.42883675627971,26.814762115478516,137610400,3689990140.6158447,,,0.016321615674765644,1.0443587285301024
2016-12-12,26.65945621387012,27.061854001405212,26.471199120067087,26.66180992126465,105497600,2812756958.3496094,,,-0.00570402950267368,1.0384016755311918
2016-12-13,26.788879520136298,27.278346493487216,26.767701541125742,27.106563568115234,174935200,4741892119.100952,,,0.0166812998878918,1.055723565284817
2016-12-14,27.071265141078403,27.344235933101267,27.057146488404697,27.106563568115234,136127200,3689940600.149536,,,0.0,1.055723565284817
2016-12-15,27.151274476675784,27.468958539202095,27.115977843375227,27.25481605529785,186098000,5072066758.25882,,,0.005469246841639519,1.0614975780598954
2016-12-16,27.407775592149328,27.414834919035133,27.214812877408853,27.290115356445312,177404400,4841386540.740967,,,0.0012951582970086584,1.0628723854553743
2016-12-19,27.250108480722936,27.621913422514766,27.23834174023193,27.447776794433594,111117600,3049931082.7331543,,,0.005777236040559464,1.0690128501071425
2016-12-20,27.471310076293715,27.650154129104106,27.457191423166165,27.520727157592773,85700000,2358526317.4057007,,,0.0026577876855211624,1.0718540592958212
2016-12-21,27.485429760468858,27.626621673876052,27.48072234598882,27.546611785888672,95132800,2620586309.70459,,,0.0009405503040553764,1.072862191957195
2016-12-22,27.37953422572451,27.41718635980631,27.2124569202798,27.365415573120117,104343600,2855405976.3954163,,,-0.00657780398464014,1.0658051147559693
