Date,Open,High,Low,Close,Volume,MarketCap,MA_20,MA_200,Daily % Change,Cumulative Return
2016-12-05,36.50199890136719,37.77799987792969,36.50199890136719,37.36000061035156,20361000,760686972.4273682,,,,
2016-12-06,37.104000091552734,37.316001892089844,36.5359992980957,37.16999816894531,16958000,630328828.9489746,,,-0.005085718369972514,0.9949142816300275
2016-12-07,37.22999954223633,38.68000030517578,37.0,38.630001068115234,27309500,1054966014.169693,,,0.039279068364058256,1.0339935877145512
2016-12-08,38.40999984741211,38.5,37.90800094604492,38.45800018310547,15970500,614193491.9242859,,,-0.004452520845300567,1.0293897097113451
2016-12-09,38.17399978637695,38.768001556396484,38.1619987487793,38.43600082397461,13612500,523210061.21635437,,,-0.0005720359619875159,1.0288008617784903
2016-12-12,38.560001373291016,38.88399887084961,38.236000061035156,38.486000061035156,12194500,469317527.7442932,,,0.0013008438960526725,1.0301391710997885
2016-12-13,38.63600158691406,40.25600051879883,38.599998474121094,39.630001068115234,34119500,1352155821.4435577,,,0.029725120959980256,1.0607601825663435
2016-12-14,39.74800109863281,40.599998474121094,39.35200119018555,39.737998962402344,20754500,824742299.4651794,,,0.0027251549678608544,1.063650918447573
2016-12-15,39.68199920654297,40.14799880981445,39.47800064086914,39.51599884033203,16098000,636128549.331665,,,-0.005586595396520955,1.0577087311230686
2016-12-16,39.61600112915039,40.518001556396484,39.52000045776367,40.49800109863281,18984500,768834301.8569946,,,0.024850751268331805,1.0839935877145508
2016-12-19,40.49800109863281,40.88999938964844,39.96799850463867,40.54600143432617,17440500,707142538.0153656,,,0.0011852519727197919,1.0852783932528052
2016-12-20,40.61000061035156,41.79999923706055,40.5,41.757999420166016,23445500,979037175.4055023,,,0.029891923814064914,1.1177194523009688
2016-12-21,41.689998626708984,42.44599914550781,41.481998443603516,41.540000915527344,26038000,1081618543.838501,,,-0.005220520802378115,1.111884374649009
2016-12-22,41.64400100708008,41.99800109863281,41.29999923706055,41.689998626708984,15555500,648508773.6377716,,,0.003610922192482935,1.115899302612904
2016-12-23,41.599998474121094,42.689998626708984,41.54199981689453,42.667999267578125,23352500,996404452.8961182,,,0.023458879181698533,1.1420770495318417
2016-12-27,42.97600173950195,44.45000076293945,42.88399887084961,43.90599822998047,29578500,1298673568.6454773,,,0.02901469447017302,1.1752140661854047
2016-12-28,44.305999755859375,44.7599983215332,43.439998626708984,43.948001861572266,18912500,831166585.2069855,,,0.0009566718281128761,1.1763383603745263
2016-12-29,43.71200180053711,43.84000015258789,42.82400131225586,42.93600082397461,20225000,868380616.6648865,,,-0.02302723661442596,1.1492505386115561
2016-12-30,43.2599983215332,43.5,42.33599853515625,42.737998962402344,23213000,992077169.9142456,,,-0.004611558081154765,1.1439507030029505
2017-01-03,42.97200012207031,44.066001892089844,42.19200134277344,43.39799880981445,29616500,1285296831.7508698,40.652499961853025,,0.015442928153766022,1.1616166515208752
2017-01-04,42.95000076293945,45.599998474121094,42.86199951171875,45.39799880981445,56067500,2545352298.269272,41.05439987182617,,0.04608507430871911,1.2151498412244603
2017-01-05,45.284000396728516,45.49599838256836,44.38999938964844,45.349998474121094,29558500,1340477929.8973083,41.46339988708496,,-0.0010573227224055515,1.2138650356862062
2017-01-06,45.38600158691406,46.0620002746582,45.09000015258789,45.801998138427734,27639500,1265944327.5470734,41.82199974060059,,0.00996691685810247,1.2259635275738483
2017-01-09,45.79399871826172,46.38399887084961,45.599998474121094,46.25600051879883,19897500,920378770.3227997,42.211899757385254,,0.009912283280719691,1.2381156253509906
2017-01-10,46.400001525878906,46.400001525878906,45.37799835205078,45.9739990234375,18300000,841324182.1289062,42.5887996673584,,-0.006096538658735051,1.2305674055770544
2017-01-11,45.81399917602539,45.99599838256836,45.33599853515625,45.94599914550781,18254000,838698268.4020996,42.96179962158203,,-0.0006090372498466223,1.2298179441886108
2017-01-12,45.8120002746582,46.13999938964844,45.11600112915039,45.917999267578125,18951000,870192004.119873,43.27619953155518,,-0.0006094084022639779,1.2290684828001672
2017-01-13,46.0,47.56999969482422,45.917999267578125,47.54999923706055,30465000,1448610726.7570496,43.666799545288086,,0.0355416175685761,1.272751564781441
2017-01-17,47.34000015258789,47.992000579833984,46.874000549316406,47.11600112915039,23087500,1087790676.0692596,44.046799659729004,,-0.009127194844871789,1.2611349132605651
2017-01-18,47.33000183105469,47.94200134277344,47.11600112915039,47.672000885009766,18845000,898378856.678009,44.405499649047854,,0.011800656730933445,1.2760171334633486
2017-01-19,49.45000076293945,49.736000061035156,48.150001525878906,48.75199890136719,38661500,1884825405.5252075,44.8157995223999,,0.022654765822867295,1.3049250028079271
2017-01-20,49.09199905395508,49.20000076293945,48.60200119018555,48.94599914550781,21021500,1028918321.0372925,45.17519950866699,,0.00397932902265441,1.310117728743988
2017-01-23,49.16999816894531,50.178001403808594,49.099998474121094,49.784000396728516,31314500,1558961080.423355,45.58739948272705,,0.017120934618771955,1.332548168720708
2017-01-24,50.0,50.959999084472656,49.93000030517578,50.922000885009766,24827500,1264265976.97258,46.04899959564209,,0.022858759424966513,1.3630085667316743
2017-01-25,51.46200180053711,51.69200134277344,50.36000061035156,50.89400100708008,25713000,1308637447.89505,46.46029968261719,,-0.000549858164311301,1.3622591053432307
2017-01-26,50.858001708984375,51.14799880981445,50.150001525878906,50.50199890136719,15760500,795936753.6849976,46.790099716186525,,-0.007702324398868865,1.3517665437985642
2017-01-27,50.2760009765625,50.599998474121094,49.70399856567383,50.59000015258789,15831500,800915587.4156952,47.122199630737306,,0.0017425300608906458,1.3541220376364393
2017-01-30,50.50600051879883,51.05799865722656,49.41999816894531,50.125999450683594,19005500,952669682.559967,47.481699562072755,,-0.009171786924388137,1.3417023188376196
2017-01-31,49.847999572753906,51.178001403808594,49.540000915527344,50.38600158691406,20580500,1036969105.6594849,47.86409969329834,,0.005186971613130087,1.3486616906787012
2017-02-01,50.61000061035156,50.63999938964844,49.810001373291016,49.847999572753906,19794000,986691303.5430908,48.18659973144531,,-0.010677608804344652,1.334261208736228
