Date,Open,High,Low,Close,Volume,MarketCap,MA_20,MA_200,Daily % Change,Cumulative Return
2016-12-05,22.204829534723075,22.851309318581173,21.960549788900426,22.67118263244629,60228400,1365449056.060028,,,,
2016-12-06,22.752607446265227,23.12766504165971,22.594689053215678,23.04376983642578,49879600,1149414021.9329834,,,0.016434396476796787,1.0164343964767968
2016-12-07,22.90806084737171,23.515061985987792,22.725468034372657,23.458309173583984,48080400,1127884888.3895874,,,0.01798921531072284,1.0347192536842424
2016-12-08,23.487919345404332,23.84076870952266,22.95987930155396,23.065980911254883,38154400,880068662.0803833,,,-0.01672449021905198,1.0174141016465357
2016-12-09,23.243638702505056,23.260910970748057,22.382489530042296,22.65637969970703,38231200,866180583.5754395,,,-0.017757805884075384,0.9993470595257755
2016-12-12,22.170283630888044,22.19495802790052,21.600296964995856,22.106128692626953,60133200,1329312257.899475,,,-0.024286801968065208,0.9750761153937048
2016-12-13,22.22950274513641,22.7723488966055,22.219634492277994,22.495990753173828,38779600,872385523.0117798,,,0.017635926487522324,0.992272486084527
2016-12-14,22.83403408111617,23.961671078629937,22.59468849312036,23.798816680908203,98398000,2341755963.7680054,,,0.05791369413461234,1.0497386513418177
2016-12-15,23.909849794702932,24.659962943530964,23.835824740084476,24.356462478637695,74654800,1818326835.0502014,,,0.023431660708443713,1.0743357712525985
2016-12-16,24.632829601930144,24.84749895065417,24.114659676771968,24.775943756103516,108952800,2699408444.869995,,,0.017222586319082023,1.092838611808674
2016-12-19,24.60075160342357,25.27930796230225,24.428028919632514,25.076974868774414,74465600,1867371979.788208,,,0.012150137069823597,1.106116750737345
2016-12-20,25.804880164974723,26.187338048222404,25.69137642579913,25.95046043395996,84805600,2200744367.378235,,,0.03483217452489473,1.1446452024439377
2016-12-21,26.06643100209676,26.142922198789197,25.590207790438733,26.113313674926758,57613600,1504482008.7417603,,,0.006275543410153794,1.151828473101099
2016-12-22,26.357596364134018,26.86343003889383,26.28603928588522,26.429153442382812,71861200,1899230681.3537598,,,0.01209497084084421,1.165759804896911
2016-12-23,26.24902051988391,27.10276736432824,26.221878121379802,27.087963104248047,64769200,1754465699.8916626,,,0.024927384197207747,1.194819147435238
2016-12-27,27.65055256738668,28.958316409816824,27.443285358719173,28.94844627380371,119427200,3457231882.8308105,,,0.06868302213775146,1.276882937389142
2016-12-28,29.51103028241551,29.59245749105895,26.819013330825438,26.957191467285156,229576400,6188734971.170044,,,-0.06878624115728449,1.1890509597282706
2016-12-29,25.88383582711213,27.509902374586396,25.36566599917436,27.495098114013672,217536800,5981195659.408569,,,0.019954105656047716,1.2127774082091134
2016-12-30,27.475359677100165,27.616005809527124,26.22928475569469,26.337852478027344,121293200,3194602408.187866,,,-0.0420891619003354,1.1617326235259309
2017-01-03,25.76046128137678,26.246554570921496,24.521786723876698,25.170734405517578,150199600,3780634239.414978,24.89980764389038,,-0.04431333471411336,1.1102523769313213
2017-01-04,25.513715877779354,26.0318857387255,25.052296941000908,25.75799560546875,119922000,3088950348.9990234,25.054148292541505,,0.02333111106295105,1.1361557984454114
2017-01-05,25.792542912408667,26.110847746995304,24.933861766462577,25.104116439819336,98429600,2470988139.5248413,25.157165622711183,,-0.025385483236536777,1.1073139344698812
2017-01-06,25.378002706034692,25.723449891638175,24.970868590235433,25.43968963623047,82285600,2093320125.5310059,25.256234645843506,,0.013367257804734356,1.1221156853027148
2017-01-09,25.53838808521539,26.648752784572583,25.53838808521539,26.471094131469727,91624800,2425408705.5770874,25.426490306854248,,0.04054312414921757,1.167609760841727
2017-01-10,26.60186595290886,26.942378945565093,26.063955951899274,26.271224975585938,88092000,2314284750.5493164,25.607232570648193,,-0.007550468253829323,1.1587937604096303
2017-01-11,26.155257592901446,26.204606382515298,25.698774700098504,25.94799041748047,52566400,1363992443.4814453,25.79932565689087,,-0.012303749003171882,1.1445362528351086
2017-01-12,25.718517209460355,25.834487063409345,25.07450547145667,25.52358627319336,62561600,1596796394.9890137,25.950705432891844,,-0.01635595425537073,1.1258162702401242
2017-01-13,25.5630667374536,25.90851396685215,25.429822725434047,25.521120071411133,45782000,1168407919.1093445,26.03682060241699,,-9.662442243929537e-05,1.1257074888932395
2017-01-17,25.415016781498696,25.464365575632907,24.81541970834249,24.94866371154785,58061200,1448549353.488922,26.0664306640625,,-0.022430691061422037,1.100457091984346
2017-01-18,24.73399142715779,25.471768480341513,24.45516717561764,25.402677536010742,65442400,1662412184.3826294,26.09776735305786,,0.01819792152846822,1.1204831237897235
2017-01-19,25.43228671809812,26.268761315041832,25.41008032753258,25.94799041748047,64487200,1673313247.6501465,26.141318130493165,,0.02146674816844385,1.1445362528351088
2017-01-20,26.17499609576983,26.352654738450365,25.444623140055263,25.664228439331055,49202400,1262741633.3633423,26.12700653076172,,-0.01093579786272203,1.1320198357275468
2017-01-23,25.61241456023694,26.130584405263196,25.587738281754373,25.93071746826172,36990400,959187611.4379883,26.117876720428466,,0.010383675845180074,1.1437743627520556
2017-01-24,26.031883998374177,26.54511969868149,25.88383574550667,26.48343276977539,42805200,1133628636.3967896,26.120590686798096,,0.02131507939146604,1.1681540041000391
2017-01-25,26.90784176603145,26.969528700953543,26.236687612873336,26.596939086914062,52276000,1390381587.7075195,26.096039485931396,,0.004285936726005302,1.1731606382478417
